,file_path,pitch_id,pitch_type,pitch_result,action,hit_id,stroke,event_len,game_score,inning,inning_outs,play_outs,count_appearance,count_play,batter
14,anonymized-files-wisd/12345634_11462.jsonl,443da200-358b-44b9-a8c2-b0a5cbe80d9b,Curveball,Strike,Foul,54ca7cb0-2e2b-49ac-a782-0abd52515ce7,{},1,0 - 0,3,1,0,0 - 1,0 - 1,{'mlbId': 459722179}
15,anonymized-files-wisd/12345634_11798.jsonl,f0de98ba-6090-408b-a259-882abf8b087d,Slider,Strike,{},{},{},0,6 - 0,4,0,1,2 - 2,0 - 1,
16,anonymized-files-wisd/12345634_11892.jsonl,bb53738f-62d0-4eb6-b9f9-0ebc5176f4a7,Cutter,HitIntoPlay,{},cac8582a-8ab9-4d75-809f-d0bbc309cb25,{},1,0 - 0,2,1,1,2 - 1,0 - 0,{'mlbId': 505414610}
17,anonymized-files-wisd/12345634_12044.jsonl,c891aaee-6618-4d8b-9bc2-a77be47e468d,Sinker,Strike,{},{},{},0,0 - 0,3,0,1,1 - 2,0 - 1,
18,anonymized-files-wisd/12345634_12076.jsonl,30283af3-84b9-4de0-b972-8977d3ccff0c,Sinker,HitIntoPlay,{},1c2ac927-d7e3-475d-a121-ae837139f3f8,{},1,0 - 0,3,0,1,0 - 0,0 - 0,{'mlbId': 360906992}
19,anonymized-files-wisd/12345634_12247.jsonl,8534bc84-5126-4f30-aac0-85399ea3b921,Slider,Ball,Called,{},{},0,9 - 0,7,0,0,1 - 2,1 - 0,
20,anonymized-files-wisd/12345634_12324.jsonl,fe96e47f-8266-4ead-acdb-b1dc1ac6963b,Sinker,Strike,Foul,88580dec-fb03-459b-9783-6d69af7706ec,{},1,0 - 0,3,1,0,1 - 1,0 - 1,{'mlbId': 352830460}
21,anonymized-files-wisd/12345634_12346.jsonl,29229aa2-b006-4e1b-88f3-16bab43e6f8b,Slider,Strike,{},{},{},0,9 - 0,7,0,0,1 - 0,0 - 1,
22,anonymized-files-wisd/12345634_12545.jsonl,95fe2dee-4c63-4288-bf9f-bab1c0a6ad2e,Sinker,Ball,Called,{},{},0,9 - 0,8,2,0,2 - 0,1 - 0,
23,anonymized-files-wisd/12345634_12697.jsonl,68238140-c3ec-432c-b7a9-914448e15d39,Sinker,Strike,Called,{},{},0,6 - 0,4,0,0,3 - 1,0 - 1,
24,anonymized-files-wisd/12345634_12705.jsonl,32fe3461-e038-4c5d-898c-bcf35825be15,Curveball,HitIntoPlay,{},dc74e9a0-ad4b-4735-8927-0364731e3ffe,{},1,0 - 0,3,2,1,1 - 1,0 - 0,{'mlbId': 654287703}
25,anonymized-files-wisd/12345634_12759.jsonl,5245f3e2-0ea5-437a-8260-741f2a9f6fb0,Cutter,Ball,Called,{},{},0,6 - 0,4,2,0,0 - 0,1 - 0,
26,anonymized-files-wisd/12345634_12817.jsonl,3658fd75-ff8d-4ee2-a1a5-c50a1ff49caa,Changeup,Ball,Called,{},{},0,9 - 0,8,0,0,1 - 2,1 - 0,
27,anonymized-files-wisd/12345634_12839.jsonl,ff24838d-53b1-4b12-b05c-9da691db703e,Sinker,Ball,Called,{},{},0,9 - 0,8,2,0,1 - 2,1 - 0,
28,anonymized-files-wisd/12345634_12842.jsonl,b2f167b0-b01c-4987-8efa-7dc1b59e3096,Curveball,Ball,Called,{},{},0,7 - 0,4,2,0,1 - 2,1 - 0,
29,anonymized-files-wisd/12345634_12865.jsonl,561dcd15-21de-4ef2-9202-cbcc6b0e8d50,Slider,Strike,{},{},{},0,0 - 0,1,2,1,0 - 2,0 - 1,
30,anonymized-files-wisd/12345634_12936.jsonl,e866814f-8f0c-45e4-a9f1-f5ea9354b6d7,Sinker,Strike,Foul,04d236e0-7a67-4c2e-af11-d8877bf73219,{},1,9 - 0,5,2,0,3 - 1,0 - 1,{'mlbId': 849653732}
31,anonymized-files-wisd/12345634_1347.jsonl,87252f21-19f0-4097-a7af-b2f778089b8e,Slider,Ball,Called,{},{},0,9 - 0,7,1,0,1 - 1,1 - 0,
32,anonymized-files-wisd/12345634_14023.jsonl,343563c2-4e3a-4511-a10d-686134897b75,Slider,HitIntoPlay,{},0e0bbfbe-de64-488f-a775-9c921559a26a,{},1,9 - 0,6,2,1,2 - 1,0 - 0,{'mlbId': 590082479}
33,anonymized-files-wisd/12345634_14070.jsonl,cbaf8988-2da4-43e6-affa-e0ea5670e364,Sinker,HitIntoPlay,{},c2f411bd-149a-4292-8743-9be188b385ba,{},1,0 - 0,2,1,1,1 - 1,0 - 0,{'mlbId': 474808052}
34,anonymized-files-wisd/12345634_14191.jsonl,88c7e077-be75-4960-a4be-985748ec7c64,Sinker,Ball,Called,{},{},0,0 - 0,3,1,0,1 - 0,1 - 0,
35,anonymized-files-wisd/12345634_14325.jsonl,61a4bba0-ea15-420d-96e6-f5db62803a1e,Slider,Ball,Called,{},{},0,7 - 0,5,1,0,0 - 0,1 - 0,
36,anonymized-files-wisd/12345634_14605.jsonl,ed70678d-7460-44b7-a630-8bd9fd85cef4,Curveball,Strike,{},{},{},0,0 - 0,2,2,0,0 - 0,0 - 1,
37,anonymized-files-wisd/12345634_1484.jsonl,db733354-a9a2-43a4-8acb-daf127b0d677,FourSeamFastball,Strike,Called,{},{},0,4 - 0,3,2,0,2 - 1,0 - 1,
38,anonymized-files-wisd/12345634_15021.jsonl,a8b3869b-52e1-46a9-8ff6-6a41ac4cc2d4,Sinker,Strike,Called,{},{},0,9 - 0,9,2,0,0 - 0,0 - 1,
39,anonymized-files-wisd/12345634_15159.jsonl,0059fedc-a17a-4b87-ba57-7bd188015060,Curveball,Strike,{},{},{},0,0 - 0,1,0,1,2 - 2,0 - 1,
40,anonymized-files-wisd/12345634_15279.jsonl,8cdee4ae-7e7d-489b-9f26-9a7a03746c30,Slider,Ball,Called,{},{},0,7 - 0,5,2,0,0 - 0,1 - 0,
41,anonymized-files-wisd/12345634_1566.jsonl,a3ae70b8-3824-4e37-bb35-8de3bbc07a2b,Slider,Ball,Called,{},{},0,9 - 0,6,2,0,0 - 0,1 - 0,
42,anonymized-files-wisd/12345634_1574.jsonl,f26b42be-568b-420a-8032-b9f705155507,Sinker,HitIntoPlay,{},b5ae0716-5252-42a9-a0e4-043fc79c3ef4,{},1,9 - 0,8,1,1,0 - 0,0 - 0,{'mlbId': 797957728}
43,anonymized-files-wisd/12345634_15748.jsonl,71c8810b-f293-4e61-8c80-5e79d02dfe36,Curveball,Strike,Called,{},{},0,0 - 0,3,1,0,2 - 1,0 - 1,
44,anonymized-files-wisd/12345634_15841.jsonl,7201f19c-fb2a-4b68-8b70-2f2d2be89857,Sinker,Ball,Called,{},{},0,2 - 0,3,2,0,3 - 2,1 - 0,
45,anonymized-files-wisd/12345634_15863.jsonl,096effd6-7d66-4e00-bceb-471df72519c9,Curveball,Strike,{},{},{},0,0 - 0,1,1,0,0 - 0,0 - 1,
46,anonymized-files-wisd/12345634_15963.jsonl,4ad0275c-9048-4d25-ae58-1fc47dbc15f5,FourSeamFastball,Ball,Called,{},{},0,9 - 0,7,1,0,2 - 0,1 - 0,
47,anonymized-files-wisd/12345634_16179.jsonl,1ab37ac3-ad64-4e32-bc4e-d77d027834a5,Changeup,Strike,Called,{},{},0,9 - 0,6,1,0,2 - 1,0 - 1,
48,anonymized-files-wisd/12345634_16364.jsonl,e3583e56-f6d0-401e-94b0-f5c85902ae77,Curveball,Ball,Called,{},{},0,9 - 0,7,2,0,0 - 1,1 - 0,
49,anonymized-files-wisd/12345634_16500.jsonl,d77809b8-680d-4d39-a99f-8d46cdd95e31,Slider,Ball,Called,{},{},0,7 - 0,5,2,0,3 - 2,1 - 0,
50,anonymized-files-wisd/12345634_16669.jsonl,50a4b528-b675-4f87-8b8d-5fd36dee3f25,Slider,Ball,Called,{},{},0,9 - 0,8,2,0,0 - 1,1 - 0,
51,anonymized-files-wisd/12345634_16685.jsonl,c336d1d7-357f-4792-85d3-a14493184cee,Sinker,HitIntoPlay,{},48049927-cb11-4a83-969a-c7411eabef0e,{},1,9 - 0,8,1,1,1 - 0,0 - 0,{'mlbId': 459722179}
52,anonymized-files-wisd/12345634_16737.jsonl,55e398ea-b97f-4e15-af57-501d10e990cb,Slider,Ball,Called,{},{},0,9 - 0,7,2,0,0 - 2,1 - 0,
53,anonymized-files-wisd/12345634_17071.jsonl,63570424-afcd-4fb5-9a4f-c1fb92cf5763,Sinker,Ball,Called,{},{},0,0 - 0,3,0,0,2 - 1,1 - 0,
54,anonymized-files-wisd/12345634_17331.jsonl,bbb3d477-4241-4a05-ab68-6ce3aba5bf4e,Slider,Strike,Blocked,{},{},0,9 - 0,7,0,0,1 - 1,0 - 1,
55,anonymized-files-wisd/12345634_17498.jsonl,9042164e-cb3b-4e10-bc18-3249c11e4835,FourSeamFastball,Ball,Called,{},{},0,9 - 0,7,0,0,0 - 0,1 - 0,
56,anonymized-files-wisd/12345634_17679.jsonl,c0f4d013-b33b-464e-b6df-24df9541b735,FourSeamFastball,Strike,{},{},{},0,4 - 0,3,2,0,2 - 0,0 - 1,
57,anonymized-files-wisd/12345634_17733.jsonl,33ab7bd5-971a-4af5-bf98-7e2b87887054,Changeup,Strike,Called,{},{},0,0 - 0,1,2,0,0 - 1,0 - 1,
58,anonymized-files-wisd/12345634_17841.jsonl,40433a76-f327-4cf2-b424-dfaff3f5bb3f,Sinker,Ball,Called,{},{},0,9 - 0,8,2,0,1 - 0,1 - 0,
59,anonymized-files-wisd/12345634_17952.jsonl,3ef8d634-0c3b-4bb5-9123-9f898654cfe1,Changeup,Ball,Called,{},{},0,9 - 0,8,2,0,0 - 0,1 - 0,
60,anonymized-files-wisd/12345634_18227.jsonl,3140b3b3-c6f6-427d-908f-361f603d228d,Sinker,Ball,Called,{},{},0,0 - 0,3,1,0,3 - 0,1 - 0,
61,anonymized-files-wisd/12345634_18427.jsonl,8fffb86c-e0f2-4860-acdd-89ec955bfdcb,Sinker,Ball,Called,{},{},0,0 - 0,2,2,0,0 - 1,1 - 0,
62,anonymized-files-wisd/12345634_18456.jsonl,42c4d000-6e5b-4643-98f5-13d25f305d71,FourSeamFastball,Strike,Foul,6fb37721-f14e-4c0e-98be-044876682d83,{},1,9 - 0,9,0,0,0 - 0,0 - 1,{'mlbId': 485007791}
63,anonymized-files-wisd/12345634_18892.jsonl,dad5691e-f48b-488f-9a96-8ed7ae84bc37,Sinker,Ball,Called,{},{},0,0 - 0,2,1,0,0 - 0,1 - 0,
64,anonymized-files-wisd/12345634_18902.jsonl,a85b4842-2eaf-4d45-8ef5-ba43bfe6cc2b,Slider,Ball,Called,{},{},0,0 - 0,1,0,0,1 - 2,1 - 0,
65,anonymized-files-wisd/12345634_19190.jsonl,1ccd80d8-599c-451a-9647-c7e0f09419e3,Sinker,Ball,Called,{},{},0,9 - 0,8,2,0,3 - 1,1 - 0,
66,anonymized-files-wisd/12345634_19341.jsonl,1aa8720d-c88f-46a2-b36a-b7975046b21a,Sinker,Ball,Called,{},{},0,0 - 0,2,2,0,2 - 0,1 - 0,
67,anonymized-files-wisd/12345634_19403.jsonl,e82dbf6f-3dcf-4349-b110-80e01ccefa71,Sinker,Strike,{},{},{},0,9 - 0,6,2,0,1 - 0,0 - 1,
68,anonymized-files-wisd/12345634_19590.jsonl,b9a256b2-d8e4-497f-89fa-40381f72b371,Changeup,Ball,Called,{},{},0,9 - 0,6,1,0,0 - 0,1 - 0,
69,anonymized-files-wisd/12345634_19709.jsonl,cad684cf-ed0e-449a-94c4-2b71e95fd269,Sinker,Strike,Called,{},{},0,7 - 0,5,0,0,1 - 1,0 - 1,
70,anonymized-files-wisd/12345634_19719.jsonl,5c338471-c3a8-4e4c-8a33-892efb9bc0f0,Sinker,HitIntoPlay,{},5e109c86-d951-4253-aa89-f4dd8f8abecc,{},1,9 - 0,8,0,0,0 - 2,0 - 0,{'mlbId': 849653732}
71,anonymized-files-wisd/12345634_19899.jsonl,0aca77bf-22fc-4bba-ac6e-e64ec49334a7,FourSeamFastball,Strike,{},{},{},0,6 - 0,4,0,1,0 - 2,0 - 1,
72,anonymized-files-wisd/12345634_20029.jsonl,9e18ebc4-6dbd-467c-b125-c1ec72ea8711,Slider,Ball,Called,{},{},0,0 - 0,3,0,0,1 - 0,1 - 0,
73,anonymized-files-wisd/12345634_20037.jsonl,f9b7ac73-e670-40ef-9cb6-74b6510fecb9,Cutter,Ball,Called,{},{},0,6 - 0,4,0,0,0 - 1,1 - 0,
74,anonymized-files-wisd/12345634_20489.jsonl,6220c535-db3e-4007-ba1c-a89014ade7a0,Sinker,Strike,{},{},{},0,0 - 0,1,0,0,1 - 0,0 - 1,
75,anonymized-files-wisd/12345634_20785.jsonl,d272907c-c255-4b6a-80a7-7cef4e3833b9,Slider,Ball,Called,{},{},0,2 - 0,3,2,0,1 - 2,1 - 0,
76,anonymized-files-wisd/12345634_20786.jsonl,1ebabf1f-838d-4f9d-99b5-1491d68e6c7f,Changeup,Ball,Called,{},{},0,9 - 0,6,1,0,0 - 0,1 - 0,
77,anonymized-files-wisd/12345634_20847.jsonl,76ad0de6-ab66-4544-b70a-0738ab26db7b,Sinker,Ball,Called,{},{},0,0 - 0,3,1,0,0 - 1,1 - 0,
78,anonymized-files-wisd/12345634_20958.jsonl,47588fc6-e103-4a7e-85f5-39ecc82aa4da,Sinker,HitIntoPlay,{},c7eb597c-43b8-4c05-affa-7c10be3e9901,{},1,7 - 0,5,2,0,1 - 1,0 - 0,{'mlbId': 854238128}
79,anonymized-files-wisd/12345634_21336.jsonl,47af9ffd-8ce2-4448-8b78-d9b1a2038baf,FourSeamFastball,Strike,Called,{},{},0,9 - 0,7,1,0,3 - 0,0 - 1,
80,anonymized-files-wisd/12345634_21635.jsonl,49f9cdd2-d8f4-477c-bf68-158aefc0fa99,Sinker,Strike,Foul,0960e748-bcdf-4c4e-8eee-1ccffb909c08,{},1,0 - 0,1,0,0,1 - 2,0 - 0,{'mlbId': 412098649}
81,anonymized-files-wisd/12345634_21673.jsonl,d69ff164-7325-4842-a51c-9a7a93014642,Slider,Strike,Foul,{},{},0,6 - 0,4,1,0,1 - 2,0 - 0,
82,anonymized-files-wisd/12345634_21796.jsonl,{},{},Pickoff,ThrowToFirst,{},{},0,6 - 0,3,2,1,0 - 1,0 - 0,
83,anonymized-files-wisd/12345634_22784.jsonl,140e1a04-5427-49be-81de-2f4288baa2aa,Sinker,Strike,Foul,{},{},0,7 - 0,5,2,0,0 - 0,0 - 1,
84,anonymized-files-wisd/12345634_23217.jsonl,c19a4c14-85a1-4e38-9827-77c72084cb6a,Cutter,HitIntoPlay,{},0717e1ab-d4b8-46d5-a417-6960f393b042,{},1,9 - 0,8,0,0,0 - 2,0 - 0,{'mlbId': 412098649}
85,anonymized-files-wisd/12345634_23274.jsonl,c26ba558-aa05-4ad1-8f97-b66f69e4dd18,Sinker,Ball,Called,{},{},0,9 - 0,8,2,0,1 - 0,1 - 0,
86,anonymized-files-wisd/12345634_23352.jsonl,6833ade9-60f6-48c8-8feb-fa558df43346,Changeup,Ball,Called,{},{},0,7 - 0,5,0,0,2 - 2,1 - 0,
87,anonymized-files-wisd/12345634_23446.jsonl,f72a2355-79d9-4d6d-adc9-598e0e219fed,Sinker,Strike,Called,{},{},0,7 - 0,5,1,0,1 - 0,0 - 1,
88,anonymized-files-wisd/12345634_23652.jsonl,e0d459e5-0764-4c14-ad85-6f1c63300658,Cutter,Ball,Called,{},{},0,6 - 0,4,0,0,3 - 2,1 - 0,
89,anonymized-files-wisd/12345634_23870.jsonl,898145b0-8441-4cd0-a77e-548889e0eb85,FourSeamFastball,Ball,Called,{},{},0,7 - 0,4,2,0,2 - 2,1 - 0,
90,anonymized-files-wisd/12345634_24078.jsonl,d537f904-82c6-436d-a0b9-1fabfb5760f1,Slider,HitIntoPlay,{},34e45593-4577-431f-ac34-8a2f222be7f3,{},1,9 - 0,9,1,1,0 - 2,0 - 0,{'mlbId': 558675411}
91,anonymized-files-wisd/12345634_24118.jsonl,afe3e36f-08e4-4f68-867c-a14843f3ecf8,Slider,Strike,Called,{},{},0,0 - 0,2,2,1,3 - 2,0 - 1,
92,anonymized-files-wisd/12345634_24251.jsonl,e3b863e1-7f58-442a-b9f3-57aa416b75e8,Sinker,Strike,Foul,d1f36bb3-7632-46f1-a010-4add7799d471,{},1,0 - 0,1,2,0,0 - 0,0 - 1,{'mlbId': 765710437}
93,anonymized-files-wisd/12345634_24450.jsonl,12901ed5-55e0-4264-b089-d651d77b0ed9,Sinker,Ball,Called,{},{},0,0 - 0,3,0,0,1 - 0,1 - 0,
94,anonymized-files-wisd/12345634_2479.jsonl,d1618e12-bb24-44c1-95d8-19ae79867cf5,Changeup,Ball,Called,{},{},0,7 - 0,5,0,0,0 - 1,1 - 0,
95,anonymized-files-wisd/12345634_24937.jsonl,bfd5eaa9-c6bf-46f2-8203-3a937869dc1b,Cutter,Ball,Called,{},{},0,6 - 0,4,0,0,1 - 1,1 - 0,
96,anonymized-files-wisd/12345634_25188.jsonl,26a1ca0d-a415-43bc-be9c-a454e959f311,Sinker,Strike,Called,{},{},0,0 - 0,2,2,0,3 - 0,0 - 1,
97,anonymized-files-wisd/12345634_25216.jsonl,112607aa-1a73-4e2b-b128-74563816ec8b,Slider,Strike,Called,{},{},0,9 - 0,7,2,0,0 - 1,0 - 1,
98,anonymized-files-wisd/12345634_25227.jsonl,578a2f10-fab2-4695-b88f-15042ba69ee0,FourSeamFastball,Strike,Called,{},{},0,6 - 0,4,1,0,1 - 1,0 - 1,
99,anonymized-files-wisd/12345634_25617.jsonl,f9c4267d-6650-453c-bbb4-d62e6008747a,Changeup,Strike,{},{},{},0,9 - 0,6,0,1,0 - 2,0 - 1,
100,anonymized-files-wisd/12345634_25639.jsonl,6a15757b-57ff-4007-a659-48dbc43244a0,Changeup,Strike,Called,{},{},0,9 - 0,6,1,0,1 - 1,0 - 1,
101,anonymized-files-wisd/12345634_25711.jsonl,d2ae1c1c-06ee-478b-8dd1-fe706f92abdf,Slider,Strike,{},{},{},0,9 - 0,6,2,1,3 - 2,0 - 1,
102,anonymized-files-wisd/12345634_25752.jsonl,e8eb18a9-0a35-4a7f-9345-d88b25b09f86,Cutter,Ball,Called,{},{},0,3 - 0,3,2,0,1 - 0,1 - 0,
103,anonymized-files-wisd/12345634_26137.jsonl,1c39204b-36cf-439c-ad3e-3e5d733f05d1,Cutter,Ball,Called,{},{},0,2 - 0,3,2,0,2 - 2,1 - 0,
104,anonymized-files-wisd/12345634_2616.jsonl,34e7826d-8f41-43e9-a055-68cdfe7c87b2,Sinker,Strike,Foul,{},{},0,9 - 0,6,2,0,1 - 1,0 - 1,
105,anonymized-files-wisd/12345634_26173.jsonl,dd3f126f-b3a2-403c-8af6-8b24475bcbd6,Curveball,Strike,Foul,fcf4b904-a337-4292-b035-8099f457ca08,{},1,9 - 0,6,0,0,0 - 1,0 - 1,{'mlbId': 412098649}
106,anonymized-files-wisd/12345634_26389.jsonl,b5d93921-9ccc-4711-b1a0-3b6760b06b8e,Sinker,Ball,Called,{},{},0,9 - 0,6,2,0,1 - 2,1 - 0,
107,anonymized-files-wisd/12345634_26394.jsonl,ed8f17cc-d1f1-46fd-9514-686a65addd96,Slider,Ball,Called,{},{},0,0 - 0,1,2,0,0 - 2,1 - 0,
108,anonymized-files-wisd/12345634_26410.jsonl,b18aa588-b538-4ec6-9552-cbcd11077b36,Slider,HitIntoPlay,{},{},{},0,6 - 0,4,2,1,1 - 2,0 - 0,
109,anonymized-files-wisd/12345634_26446.jsonl,81c48c2a-1d9d-4096-8c4e-0adbf129ea5c,Slider,Strike,Foul,cf857bdd-8a58-4eee-a566-d53a65e62d35,{},1,9 - 0,7,2,0,1 - 2,0 - 0,{'mlbId': 360906992}
110,anonymized-files-wisd/12345634_26853.jsonl,2e271d3a-ac66-4450-9a74-f3ef6ebb71f2,Sinker,Ball,Called,{},{},0,7 - 0,5,1,0,3 - 2,1 - 0,
111,anonymized-files-wisd/12345634_26953.jsonl,d61a1089-5945-4645-a96f-2812aaf9309a,Cutter,Ball,Called,{},{},0,7 - 0,4,2,0,0 - 2,1 - 0,
112,anonymized-files-wisd/12345634_26985.jsonl,723f67c6-32d0-4063-8f67-34c706ff9e64,Changeup,HitIntoPlay,{},4557ab15-561e-47e6-a395-a2204e923568,{},1,9 - 0,7,0,1,2 - 2,0 - 0,{'mlbId': 505414610}
113,anonymized-files-wisd/12345634_27135.jsonl,0a39e4f7-d55b-40bc-8824-1222de30da3b,Sinker,Strike,Called,{},{},0,0 - 0,2,0,0,0 - 0,0 - 1,
114,anonymized-files-wisd/12345634_27165.jsonl,67638c58-c965-41b2-94bf-c18628015064,FourSeamFastball,Strike,Called,{},{},0,6 - 0,4,0,0,1 - 1,0 - 1,
115,anonymized-files-wisd/12345634_2741.jsonl,d2bb7501-5377-4490-ba25-8bb28e0fd277,FourSeamFastball,Ball,Called,{},{},0,6 - 0,4,0,0,0 - 0,1 - 0,
116,anonymized-files-wisd/12345634_27956.jsonl,9a29d9f8-7497-4988-a941-ad34750d9d8f,Cutter,Strike,{},{},{},0,0 - 0,1,0,1,2 - 2,0 - 1,
117,anonymized-files-wisd/12345634_28018.jsonl,93ebadc3-ea0a-4cf0-ad18-debe3f97805f,Changeup,HitIntoPlay,{},0a819a81-3a69-4619-a4a0-9e83197df860,{},1,9 - 0,7,2,1,1 - 2,0 - 0,{'mlbId': 854238128}
118,anonymized-files-wisd/12345634_28037.jsonl,cc7bba24-1171-41bc-9335-4a248fd1b0b2,Curveball,Ball,Called,{},{},0,0 - 0,2,2,0,1 - 0,1 - 0,
119,anonymized-files-wisd/12345634_28183.jsonl,f93bc664-073f-4092-bc68-3f7cf9aba6cb,FourSeamFastball,Strike,Called,{},{},0,9 - 0,7,1,0,3 - 1,0 - 1,
120,anonymized-files-wisd/12345634_28237.jsonl,356dd4c4-9e7d-4d17-8784-93f10783c5b6,Sinker,Strike,Called,{},{},0,0 - 0,1,0,0,1 - 1,0 - 1,
121,anonymized-files-wisd/12345634_28640.jsonl,39e5a483-5cc5-4c72-9fa4-2da86771e280,Sinker,Ball,Called,{},{},0,0 - 0,3,0,0,0 - 0,1 - 0,
122,anonymized-files-wisd/12345634_28863.jsonl,e7e32f22-c9e6-4b91-a98a-fc880cffc839,Slider,HitIntoPlay,{},5c0f6cd7-f4c2-4f60-b26b-532f0376576e,{},1,0 - 0,3,0,0,0 - 1,0 - 0,{'mlbId': 854238128}
123,anonymized-files-wisd/12345634_28940.jsonl,249d22c7-31f8-4b5b-92af-9a7aa0e2662d,Sinker,Ball,Called,{},{},0,2 - 0,3,2,0,0 - 1,1 - 0,
124,anonymized-files-wisd/12345634_29110.jsonl,fa5bcadb-1f05-4210-be57-b6b0b51a063b,Sinker,Strike,Foul,19026651-667e-4dca-bd4a-dcaa820bc2f2,{},1,9 - 0,8,0,0,0 - 2,0 - 0,{'mlbId': 412098649}
125,anonymized-files-wisd/12345634_29635.jsonl,af75c5a5-0c7a-497e-88de-9bfc204ed96e,Curveball,Ball,Called,{},{},0,9 - 0,7,1,0,0 - 0,1 - 0,
126,anonymized-files-wisd/12345634_29734.jsonl,fd43bc91-5d4c-49ad-a88f-60926f45c593,Slider,Ball,Called,{},{},0,0 - 0,2,1,0,0 - 0,1 - 0,
127,anonymized-files-wisd/12345634_29904.jsonl,c4516ad7-fd11-4bc8-a89d-73ef3f312de8,Cutter,Ball,Called,{},{},0,9 - 0,8,0,0,0 - 0,1 - 0,
128,anonymized-files-wisd/12345634_29970.jsonl,06250b96-c86a-4160-bab3-822d045231f6,Curveball,Strike,Called,{},{},0,0 - 0,2,1,0,1 - 0,0 - 1,
129,anonymized-files-wisd/12345634_30007.jsonl,40a3918f-17e2-4e2c-aed3-9b1b8c2c44ca,Changeup,Ball,Called,{},{},0,9 - 0,6,2,0,1 - 0,1 - 0,
130,anonymized-files-wisd/12345634_3057.jsonl,a003ab28-9759-404a-9f28-4c57dc5ffe5c,FourSeamFastball,HitIntoPlay,{},feed4e7f-ab51-432c-9fd9-459555742482,{},1,4 - 0,3,2,0,3 - 2,0 - 0,{'mlbId': 805688901}
131,anonymized-files-wisd/12345634_30797.jsonl,de362d7b-319f-4ab2-b5e0-ee2cf6b3cb63,Slider,Strike,{},{},{},0,7 - 0,5,0,0,0 - 0,0 - 1,
132,anonymized-files-wisd/12345634_30857.jsonl,9fba69d1-8085-4b00-be3b-b06178744e81,Sinker,Strike,Called,{},{},0,9 - 0,8,1,0,2 - 0,0 - 1,
133,anonymized-files-wisd/12345634_30945.jsonl,bd2efc93-7838-4d4b-8b99-ab43a387815f,Cutter,Strike,Called,{},{},0,2 - 0,3,2,0,1 - 1,0 - 1,
