,batter,batter_count,pitch_x,pitch_z,swing_result,two_strikes
217,654287703,6,-0.0936375911748065,2.710407329923992,Hit and Safe,True
218,686425745,0,-0.2099783925949581,3.138429422788583,Hit Foul,False
219,686425745,1,-0.4784104007476551,3.5025355769516455,Hit Foul,False
220,686425745,2,-0.6359749109413366,3.1947772314385907,Hit Foul,True
221,686425745,3,-0.5905589065891964,2.2238897519717455,Hit and Safe,False
222,686425745,4,-0.1407902300783625,3.2493419890805835,Hit Foul,False
223,686425745,5,0.4085682312960386,2.577963463590538,Hit and Out,False
224,719146721,0,-0.6614269307968259,2.0024263356984013,Hit Foul,True
225,719146721,1,-0.6293611581958592,2.963585819619361,Hit and Safe,False
226,719146721,2,-0.852846554997644,2.543237085656812,Hit and Safe,False
227,719146721,3,-0.3674368486740184,2.673405730028175,Hit and Out,False
228,719146721,4,-0.547924360008352,2.0330148566674695,Hit Foul,False
229,719146721,5,0.6930404139005526,3.1512984126374004,Hit Foul,True
230,719146721,6,-1.00483049536324,2.541734391920882,Hit and Out,False
231,719146721,7,0.0812857208742678,3.600094811880562,Hit Foul,False
232,719146721,8,-0.52783412413394,3.154716060232786,Hit Foul,False
233,719146721,9,-1.154916833808444,1.8195914882162705,Hit Foul,True
234,719146721,10,-0.8770619361343807,2.146458086354495,Hit Foul,True
235,719146721,11,-0.2807061802462685,1.5429431009171035,Hit and Out,False
236,719146721,12,-0.4036656855509004,2.2060384800473787,Hit Foul,False
237,719146721,13,-0.6595833655431588,1.6181689372749442,Hit Foul,False
238,719146721,14,-0.2941111740692863,2.1748944201562894,Hit and Safe,True
239,719146721,15,-0.3359815418375582,2.366723842312199,Hit and Out,True
240,719146721,16,-0.6824571435320026,2.7421761965092304,Hit Foul,True
241,719146721,17,-0.9304248318786534,2.983983554230955,Hit and Safe,True
242,719210239,0,-0.8497054664009296,2.4012371859666968,Hit and Safe,False
243,719210239,1,0.5312341136835094,1.942741244323404,Hit Foul,True
244,719210239,2,-0.7818692738456188,2.502511402342938,Hit and Safe,True
245,719210239,3,-0.232157632891987,1.8177178714260744,Hit Foul,False
246,719210239,4,-0.571440977882755,2.5610028431928056,Hit Foul,False
247,719210239,5,0.0431635501738758,2.271331692084152,Hit Foul,False
248,719210239,6,-0.2639391704031058,3.156426992893915,Hit Foul,False
249,719210239,7,0.2183897862942658,3.075912520338671,Hit Foul,False
250,719210239,8,0.0849262396774295,2.4911996087261508,Hit and Safe,True
251,719210239,9,-0.3787316430606279,2.4711138297864346,Hit Foul,False
252,719210239,10,-0.335150409535638,3.1087884011704614,Hit Foul,True
253,719210239,11,0.0085571665262113,2.1623547949957156,Hit Foul,False
254,719210239,12,0.0629484780030011,2.1989642764749333,Hit and Out,True
255,719210239,13,0.6738533016961955,1.74403472075984,Hit and Out,True
256,765710437,0,-0.2083686830413391,2.3722104408390714,Hit and Safe,True
257,765710437,1,0.7502101039894066,2.7275351595230832,Hit Foul,False
258,765710437,2,-1.1553639662731228,2.130752218475995,Hit and Safe,True
259,765710437,3,-1.1999999497461242,2.981899016357956,Hit Foul,True
260,765710437,4,-0.2570762325488638,1.580647361716195,Hit and Safe,True
261,765710437,5,-0.3500444472202608,3.1827899766575496,Hit Foul,True
262,765710437,6,0.7236572566091306,2.1516020891423335,Hit and Safe,False
263,765710437,7,-0.8374184403088655,3.3741237784897566,Hit and Out,False
264,765710437,8,-0.0555513236365026,2.464885532952857,Hit and Safe,False
265,765710437,9,-1.1825462799577964,2.1952746959716043,Hit and Safe,True
266,765710437,10,0.1920123263034095,3.908297903016594,Hit Foul,True
267,797796542,0,-1.9147959877937104,2.991990855721803,Hit and Out,False
268,797957728,0,0.57936826827526,2.5571347342410617,Hit Foul,False
269,797957728,1,-0.7569079274468916,2.445400721194326,Hit and Out,True
270,797957728,2,-0.1742575434170215,1.809939727955912,Hit and Safe,False
271,797957728,3,-0.6306425258011323,3.0578679196698504,Hit and Out,True
272,797957728,4,-0.5058216234584261,2.3329502188143283,Hit and Safe,True
273,797957728,5,0.2713171449851196,2.4968419234763046,Hit Foul,False
274,797957728,6,0.0601000853296025,1.6034249885907417,Hit and Safe,True
275,797957728,7,0.002491299536558,3.2841733187484174,Hit and Out,False
276,797957728,8,-0.694384985182606,2.4519269175919796,Hit and Out,False
277,797957728,9,-0.2394959875801465,1.9695419051111107,Hit Foul,False
278,797957728,10,0.3766147584652899,2.613697243145623,Hit and Out,True
279,797957728,11,0.6038073831104179,1.9524173587606652,Hit Foul,False
280,797957728,12,0.7693055753349486,1.4244244782668851,Hit Foul,True
281,797957728,13,0.6377902161803313,2.5021156765547543,Hit Foul,False
282,797957728,14,0.1412128418363746,2.617297910391257,Hit Foul,False
283,797957728,15,-1.3854032199893656,2.857394314965252,Hit and Out,False
284,797957728,16,0.7928222541043062,2.755874808719669,Hit and Safe,True
285,797957728,17,1.1585117788510502,2.2962807798892233,Hit Foul,True
286,797957728,18,0.5452832891052642,3.01771688470779,Hit and Safe,True
287,797957728,19,-0.6926672060749292,1.7504477773830356,Hit and Out,False
288,797957728,20,0.4159366569169018,4.080935156907671,Hit and Out,False
289,797957728,21,0.331559822900652,-0.726280534045219,Hit and Out,False
290,797957728,22,-0.2339750074101246,2.4749200737930033,Hit Foul,True
291,805688901,0,0.4447805209328363,2.4084948455746265,Hit Foul,False
292,805688901,1,-0.6776276141898728,2.0825318822282535,Hit and Out,True
293,805688901,2,-0.6310714563233367,2.012749021098201,Hit and Safe,True
294,805688901,3,0.7908909682490041,2.0334775080707344,Hit Foul,True
295,805688901,4,-0.978316332688166,2.130388150403334,Hit Foul,True
296,805688901,5,-0.3827426139362487,2.9844892150173403,Hit Foul,False
297,805688901,6,-0.1920565303282012,1.6473755958577705,Hit and Safe,False
298,805688901,7,-1.6735406951868532,3.0501345700767466,Hit and Out,True
299,805688901,8,0.2316549251121113,1.9222946388055784,Hit Foul,False
300,849653732,0,-0.2489885715754057,2.9987411661194248,Hit and Out,True
301,849653732,1,0.5663254796314776,2.358101419757702,Hit and Safe,False
302,849653732,2,-0.6476989650073085,2.213646829928781,Hit Foul,False
303,849653732,3,0.9839259756747428,2.54412448037951,Hit Foul,False
304,849653732,4,-0.4956563674530232,2.8401727903617493,Hit Foul,True
305,849653732,5,0.1380683854106648,2.3805303499066923,Hit and Safe,True
306,849653732,6,-0.6782500698213613,3.263233378514505,Hit Foul,False
307,854238128,0,-0.1315381146940821,2.846937507342466,Hit and Safe,False
308,854238128,1,0.2691808961016232,2.017170555673255,Hit and Safe,False
309,854238128,2,-1.111389648238268,1.9046394789059349,Hit and Safe,False
310,854238128,3,-0.1091750177887222,2.738334918764941,Hit and Out,True
311,854238128,4,-0.384622283207446,2.8217599656578014,Hit Foul,False
312,854238128,5,-1.1773381051268743,2.187471849099038,Hit and Safe,False
313,854238128,6,-0.6996378184110565,2.3694389601789614,Hit and Out,True
314,854238128,7,-0.661979669327001,2.5977457505916095,Hit and Safe,False
315,854238128,8,-0.4214712786947888,2.491483230981794,Hit and Out,False
